"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;468905;456892;9698;73.0;71.1;1.5;642751
Frederiksberg;80696;79089;2204;78.0;76.4;2.1;103480
Ballerup;36071;35429;1084;73.5;72.2;2.2;49086
Brøndby;23841;23248;692;67.2;65.6;2.0;35461
Dragør;11229;11063;337;76.9;75.8;2.3;14597
Gentofte;57013;56096;1775;76.8;75.6;2.4;74249
Gladsaxe;50862;49882;1382;73.7;72.2;2.0;69058
Glostrup;16990;16677;481;72.3;70.9;2.0;23508
Herlev;20877;20458;656;72.5;71.0;2.3;28803
Albertslund;18754;18220;438;68.6;66.6;1.6;27348
Hvidovre;38143;37378;960;71.7;70.3;1.8;53206
Høje Tåstrup;35989;35254;863;68.4;67.0;1.6;52638
Lyngby-Taarbæk;44430;43747;1347;77.0;75.9;2.3;57670
Rødovre;29398;28826;773;71.4;70.0;1.9;41201
Ishøj;14735;14282;287;63.8;61.9;1.2;23082
Tårnby;31432;30891;813;73.8;72.5;1.9;42593
Vallensbæk;11480;11241;266;69.6;68.2;1.6;16494
Furesø;31179;30748;1053;75.5;74.4;2.5;41322
Allerød;20254;20032;578;78.3;77.4;2.2;25875
Fredensborg;30905;30399;820;75.3;74.1;2.0;41048
Helsingør;48188;47427;1342;76.4;75.2;2.1;63035
Hillerød;40378;39840;1098;76.5;75.5;2.1;52783
Hørsholm;19688;19463;699;79.6;78.7;2.8;24739
Rudersdal;44633;44023;1585;77.9;76.8;2.8;57320
Egedal;33957;33493;810;76.9;75.8;1.8;44167
Frederikssund;36023;35517;899;78.6;77.5;2.0;45828
Greve;37426;36869;899;73.8;72.7;1.8;50696
Køge;46687;46033;1313;75.7;74.6;2.1;61675
Halsnæs;24420;24099;618;77.7;76.6;2.0;31444
Roskilde;69198;68266;2042;77.5;76.5;2.3;89238
Solrød;17793;17567;447;75.5;74.5;1.9;23575
Gribskov;32107;31673;933;77.9;76.8;2.3;41238
Odsherred;26084;25768;784;79.2;78.3;2.4;32930
Holbæk;56056;55252;1510;77.2;76.1;2.1;72634
Faxe;28096;27762;706;75.9;75.0;1.9;37033
Kalundborg;37061;36588;942;76.6;75.6;1.9;48384
Ringsted;25856;25515;561;73.6;72.6;1.6;35123
Slagelse;59975;59090;1725;75.3;74.2;2.2;79602
Stevns;18043;17845;441;77.2;76.4;1.9;23363
Sorø;23186;22917;550;77.3;76.4;1.8;29984
Lejre;21898;21648;582;76.6;75.7;2.0;28590
Lolland;30710;30293;920;76.4;75.4;2.3;40186
Næstved;63856;63028;1861;76.4;75.4;2.2;83631
Guldborgsund;46523;45897;1204;77.2;76.2;2.0;60270
Vordingborg;35064;34600;870;77.4;76.4;1.9;45297
Bornholm;31850;31411;958;80.3;79.2;2.4;39674
Middelfart;31169;30804;955;79.0;78.0;2.4;39476
Assens;32386;31971;908;79.3;78.3;2.2;40849
Faaborg-Midtfyn;40631;40131;1176;78.5;77.5;2.3;51776
Kerteminde;19033;18807;566;79.4;78.5;2.4;23963
Nyborg;25449;25115;665;79.3;78.3;2.1;32078
Odense;159230;156633;4247;77.3;76.1;2.1;205957
Svendborg;46539;45919;1703;78.8;77.7;2.9;59079
Nordfyn;23014;22733;653;77.6;76.7;2.2;29644
Langeland;9968;9872;306;81.0;80.2;2.5;12312
Ærø;5010;4957;139;83.4;82.5;2.3;6008
Haderslev;41939;41321;1081;75.9;74.7;2.0;55286
Billund;20299;20069;508;76.4;75.6;1.9;26562
Sønderborg;57112;56336;1586;77.6;76.5;2.2;73609
Tønder;27833;27428;702;75.5;74.4;1.9;36857
Esbjerg;88195;86889;2393;76.4;75.3;2.1;115425
Fanø;2791;2759;83;81.5;80.5;2.4;3426
Varde;37894;37433;1021;76.4;75.4;2.1;49624
Vejen;31788;31365;805;74.4;73.5;1.9;42702
Aabenraa;43627;43026;1204;74.5;73.5;2.1;58548
Fredericia;39408;38859;1162;76.5;75.5;2.3;51498
Horsens;69715;68602;1900;74.2;73.1;2.0;93907
Kolding;69965;68800;1895;75.0;73.7;2.0;93339
Vejle;88973;87471;2514;75.2;73.9;2.1;118318
Herning;68395;67261;2433;76.7;75.4;2.7;89168
Holstebro;45235;44526;1577;77.3;76.1;2.7;58508
Lemvig;15460;15274;578;79.9;78.9;3.0;19358
Struer;16494;16250;495;79.4;78.2;2.4;20767
Syddjurs;34328;33886;922;78.8;77.8;2.1;43583
Norddjurs;29205;28853;805;78.9;77.9;2.2;37038
Favrskov;37546;37078;1033;77.0;76.1;2.1;48731
Odder;18463;18276;638;79.5;78.7;2.7;23214
Randers;75925;74824;2827;76.9;75.8;2.9;98693
Silkeborg;73764;72672;2083;76.2;75.0;2.2;96844
Samsø;3055;3028;60;82.1;81.4;1.6;3721
Skanderborg;48799;48230;1111;76.2;75.4;1.7;64000
Århus;273894;268780;7819;77.1;75.7;2.2;355092
Ikast-Brande;31321;30846;998;74.9;73.8;2.4;41809
Ringkøbing-Skjern;43196;42547;1342;76.9;75.7;2.4;56174
Hedensted;36230;35825;1087;77.1;76.2;2.3;47019
Morsø;15857;15653;472;79.1;78.1;2.4;20049
Skive;35842;35338;1356;79.5;78.4;3.0;45066
Thisted;33626;33162;966;78.0;76.9;2.2;43101
Viborg;75065;74055;2227;77.5;76.5;2.3;96801
Brønderslev;27885;27465;775;77.0;75.9;2.1;36204
Frederikshavn;46722;46110;1010;79.4;78.3;1.7;58855
Vesthimmerland;27864;27516;800;76.7;75.7;2.2;36344
Læsø;1468;1453;34;82.1;81.3;1.9;1788
Rebild;23229;22917;558;75.8;74.8;1.8;30629
Mariagerfjord;32620;32186;837;78.6;77.5;2.0;41526
Jammerbugt;29650;29206;631;77.8;76.6;1.7;38126
Aalborg;172414;169305;4855;78.0;76.6;2.2;221034
Hjørring;50369;49636;1270;78.9;77.8;2.0;63829
