"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16974;48
AstraZeneca Covid-19 vaccine;Midtjylland;33921;132
AstraZeneca Covid-19 vaccine;Syddanmark;30699;395
AstraZeneca Covid-19 vaccine;Hovedstaden;45987;749
AstraZeneca Covid-19 vaccine;Sjælland;23989;427
Janssen COVID-19 vaccine;Nordjylland;3638;3638
Janssen COVID-19 vaccine;Midtjylland;9854;9854
Janssen COVID-19 vaccine;Syddanmark;7512;7512
Janssen COVID-19 vaccine;Hovedstaden;22484;22484
Janssen COVID-19 vaccine;Sjælland;2806;2806
Moderna Covid-19 Vaccine;Nordjylland;70018;68594
Moderna Covid-19 Vaccine;Midtjylland;121568;118642
Moderna Covid-19 Vaccine;Syddanmark;130728;156577
Moderna Covid-19 Vaccine;Hovedstaden;147458;142268
Moderna Covid-19 Vaccine;Sjælland;81852;102220
Pfizer BioNTech Covid-19 vacc;Nordjylland;371074;382329
Pfizer BioNTech Covid-19 vacc;Midtjylland;866589;887523
Pfizer BioNTech Covid-19 vacc;Syddanmark;773314;764214
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1168498;1191297
Pfizer BioNTech Covid-19 vacc;Sjælland;534865;529485
