"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;7;0
Hovedstaden;0-9;M;5;1
Hovedstaden;10-19;K;58422;55765
Hovedstaden;10-19;M;60546;57540
Hovedstaden;20-29;K;113146;109243
Hovedstaden;20-29;M;107183;102798
Hovedstaden;30-39;K;102609;98496
Hovedstaden;30-39;M;102166;99183
Hovedstaden;40-49;K;108190;106509
Hovedstaden;40-49;M;105260;103762
Hovedstaden;50-59;K;111995;111078
Hovedstaden;50-59;M;111001;110071
Hovedstaden;60-69;K;89134;88726
Hovedstaden;60-69;M;84605;84207
Hovedstaden;70-79;K;83188;82949
Hovedstaden;70-79;M;69938;69761
Hovedstaden;80-89;K;38522;38377
Hovedstaden;80-89;M;26120;26036
Hovedstaden;90+;K;9052;8978
Hovedstaden;90+;M;3338;3318
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;50677;48891
Midtjylland;10-19;M;52177;50108
Midtjylland;20-29;K;74489;72325
Midtjylland;20-29;M;76314;73514
Midtjylland;30-39;K;62742;60709
Midtjylland;30-39;M;64795;63101
Midtjylland;40-49;K;75079;74325
Midtjylland;40-49;M;73841;72987
Midtjylland;50-59;K;83512;83063
Midtjylland;50-59;M;83949;83516
Midtjylland;60-69;K;74311;74093
Midtjylland;60-69;M;72612;72428
Midtjylland;70-79;K;64861;64782
Midtjylland;70-79;M;60504;60428
Midtjylland;80-89;K;29538;29458
Midtjylland;80-89;M;22773;22730
Midtjylland;90+;K;6731;6687
Midtjylland;90+;M;3019;3005
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;21007;20293
Nordjylland;10-19;M;22173;21295
Nordjylland;20-29;K;29323;28323
Nordjylland;20-29;M;33224;31857
Nordjylland;30-39;K;25631;24753
Nordjylland;30-39;M;26833;26070
Nordjylland;40-49;K;31298;31006
Nordjylland;40-49;M;31361;30997
Nordjylland;50-59;K;37757;37538
Nordjylland;50-59;M;38070;37849
Nordjylland;60-69;K;35839;35734
Nordjylland;60-69;M;35154;35066
Nordjylland;70-79;K;32027;31969
Nordjylland;70-79;M;30296;30240
Nordjylland;80-89;K;14966;14928
Nordjylland;80-89;M;11730;11702
Nordjylland;90+;K;3418;3404
Nordjylland;90+;M;1595;1585
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;30394;29438
Sjælland;10-19;M;32107;30968
Sjælland;20-29;K;27880;26923
Sjælland;20-29;M;30824;29735
Sjælland;30-39;K;33516;32386
Sjælland;30-39;M;32786;31876
Sjælland;40-49;K;48187;47650
Sjælland;40-49;M;45825;45321
Sjælland;50-59;K;58913;58530
Sjælland;50-59;M;59164;58834
Sjælland;60-69;K;52812;52631
Sjælland;60-69;M;51115;50950
Sjælland;70-79;K;49997;49903
Sjælland;70-79;M;45703;45630
Sjælland;80-89;K;21357;21286
Sjælland;80-89;M;16562;16538
Sjælland;90+;K;4420;4399
Sjælland;90+;M;1947;1938
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;45627;44221
Syddanmark;10-19;M;46911;45198
Syddanmark;20-29;K;52554;50792
Syddanmark;20-29;M;56902;54833
Syddanmark;30-39;K;52083;50291
Syddanmark;30-39;M;53105;51583
Syddanmark;40-49;K;68055;67272
Syddanmark;40-49;M;65872;65076
Syddanmark;50-59;K;80606;80146
Syddanmark;50-59;M;81423;80963
Syddanmark;60-69;K;73621;73403
Syddanmark;60-69;M;72407;72191
Syddanmark;70-79;K;65779;65686
Syddanmark;70-79;M;60961;60878
Syddanmark;80-89;K;31760;31692
Syddanmark;80-89;M;24260;24217
Syddanmark;90+;K;7156;7102
Syddanmark;90+;M;3164;3151
